state,date,PRECTOTCORR,T2M,RH2M
Osun,20200319,0.56,26.82,85.75
Osun,20200320,0.37,26.75,84.33
Osun,20200321,0.54,26.56,86.19
Osun,20200322,1.4,26.08,88.08
Osun,20200323,10.41,25.67,88.36
Osun,20200324,5.85,24.97,88.67
Osun,20200325,2.41,25.01,87.33
Osun,20200326,2.45,26.02,84.22
Osun,20200327,1.99,25.36,90.01
Osun,20200328,0.92,26.19,87.49
Osun,20200329,0.92,26.05,88.57
Osun,20200330,1.2,25.99,88.67
Osun,20200331,1.19,25.97,88.91
Osun,20200401,3.74,25.57,90.98
Osun,20200402,5.75,25.91,89.93
Osun,20200403,3.64,25.5,91.23
Osun,20200404,6.94,25.38,91.23
Osun,20200405,5.37,26.29,87.74
Osun,20200406,10.45,25.63,91.5
Osun,20200407,5.61,26.2,84.74
Osun,20200408,5.91,25.45,90.16
Osun,20200409,9.97,25.52,89.38
Osun,20200410,14.65,24.26,87.73
Osun,20200411,0.06,24.53,85.11
Osun,20200412,0.16,26.48,82.98
Osun,20200413,0.37,26.95,84.73
Osun,20200414,0.25,27.4,83.15
Osun,20200415,0.37,27.72,83.51
Osun,20200416,1.15,27.86,84.06
Osun,20200417,0.93,27.63,83.88
Osun,20200418,1.44,27.05,85.5
Osun,20200419,3.44,25.75,88.73
Osun,20200420,0.11,25.71,85.17
Osun,20200421,3.47,26.57,85.05
Osun,20200422,11.86,25.93,92.22
Osun,20200423,9.04,26.16,89.3
Osun,20200424,6.25,25.8,90.51
Osun,20200425,11.7,25.47,91.39
Osun,20200426,12.52,24.64,92.41
Osun,20200427,4.52,25.69,88.47
Osun,20200428,2.46,26.01,88.61
Osun,20200429,5.2,25.61,91.87
Osun,20200430,5.09,25.33,92.99
Osun,20200501,2.15,26.1,89.32
Osun,20200502,3.15,26.05,89.23
Osun,20200503,7.0,25.61,92.81
Osun,20200504,2.2,26.5,85.57
Osun,20200505,3.24,26.95,85.4
Osun,20200506,2.66,27.0,86.87
Osun,20200507,4.11,26.97,88.38
Osun,20200508,3.93,26.74,87.83
Osun,20200509,5.8,26.76,87.65
Osun,20200510,8.83,25.7,92.21
Osun,20200511,1.52,24.76,90.94
Osun,20200512,0.77,25.67,86.42
Osun,20200513,0.77,26.25,87.01
Osun,20200514,0.74,26.22,87.51
Osun,20200515,2.49,25.98,88.99
Osun,20200516,13.81,25.71,91.7
Osun,20200517,3.12,25.96,90.07
Osun,20200518,9.59,26.26,88.85
Osun,20200519,15.62,25.51,90.89
Osun,20200520,4.88,25.55,88.74
Osun,20200521,8.79,25.65,90.4
Osun,20200522,5.59,25.57,92.28
Osun,20200523,1.11,25.54,90.04
Osun,20200524,8.55,25.95,90.08
Osun,20200525,5.93,25.15,93.26
Osun,20200526,28.36,25.16,93.61
Osun,20200527,4.58,26.05,88.33
Osun,20200528,3.43,25.91,89.75
Osun,20200529,2.96,25.85,89.02
Osun,20200530,10.49,24.23,92.88
Osun,20200531,4.9,24.95,90.87
Osun,20200601,3.75,25.02,91.24
Osun,20200602,3.8,25.13,90.84
Osun,20200603,2.1,25.6,89.09
Osun,20200604,6.66,24.9,92.98
Osun,20200605,14.01,25.38,90.66
Osun,20200606,23.07,25.42,91.81
Osun,20200607,47.44,24.58,92.79
Osun,20200608,14.13,24.99,92.04
Osun,20200609,35.68,24.03,94.49
Osun,20200610,1.73,24.12,92.73
Osun,20200611,1.23,24.58,88.9
Osun,20200612,5.54,23.99,91.74
Osun,20200613,4.3,25.08,89.17
Osun,20200614,5.54,25.03,91.79
Osun,20200615,4.47,26.08,89.71
Osun,20200616,6.22,25.17,94.52
Osun,20200617,21.95,24.94,93.81
Osun,20200618,36.35,24.44,92.39
Osun,20200619,0.98,23.63,90.24
Osun,20200620,7.44,24.06,89.77
Osun,20200621,3.08,24.79,90.57
Osun,20200622,6.72,24.59,90.94
Osun,20200623,1.61,24.82,88.5
Osun,20200624,2.62,25.39,88.93
Osun,20200625,11.79,25.38,91.95
Osun,20200626,13.57,25.02,92.27
Osun,20200627,26.01,24.2,94.11
Osun,20200628,18.82,24.11,92.18
Osun,20200629,19.1,24.22,90.51
Osun,20200630,10.81,23.07,94.51
Osun,20200701,12.33,24.24,90.74
Osun,20200702,6.51,25.15,90.33
Osun,20200703,8.06,24.79,92.06
Osun,20200704,28.74,23.84,95.11
Osun,20200705,9.36,24.07,91.6
Osun,20200706,2.19,24.5,91.61
Osun,20200707,7.51,23.84,94.62
Osun,20200708,6.24,23.85,93.19
Osun,20200709,9.32,24.17,91.58
Osun,20200710,13.57,24.04,91.58
Osun,20200711,13.75,22.97,94.6
Osun,20200712,8.05,24.29,90.15
Osun,20200713,8.02,24.21,90.99
Osun,20200714,4.08,23.9,90.98
Osun,20200715,7.38,23.52,91.5
Osun,20200716,11.04,23.14,92.56
Osun,20200717,4.91,23.29,90.61
Osun,20200718,4.28,23.07,92.53
Osun,20200719,6.86,23.39,91.65
Osun,20200720,4.27,23.56,92.3
Osun,20200721,6.25,24.15,90.39
Osun,20200722,4.3,23.91,90.98
Osun,20200723,6.29,23.94,91.1
Osun,20200724,5.52,24.06,90.94
Osun,20200725,3.31,23.85,89.8
Osun,20200726,3.64,23.78,90.36
Osun,20200727,3.47,23.67,90.91
Osun,20200728,2.5,23.41,91.33
Osun,20200729,0.7,23.77,87.81
Osun,20200730,4.6,23.3,90.78
Osun,20200731,7.3,22.89,92.79
Osun,20200801,2.03,23.81,88.72
Osun,20200802,1.84,23.71,89.39
Osun,20200803,2.62,22.99,92.3
Osun,20200804,0.39,23.44,87.24
Osun,20200805,0.95,23.2,87.51
Osun,20200806,1.79,22.31,89.18
Osun,20200807,1.89,21.96,90.25
Osun,20200808,0.31,22.35,88.28
Osun,20200809,0.73,22.88,87.44
Osun,20200810,2.09,22.92,89.2
Osun,20200811,0.92,22.87,87.86
Osun,20200812,0.25,23.15,84.99
Osun,20200813,0.39,24.09,85.8
Osun,20200814,2.01,22.64,91.76
Osun,20200815,0.77,23.9,87.79
Osun,20200816,0.25,24.13,86.49
Osun,20200817,1.46,24.73,88.03
Osun,20200818,1.1,24.12,89.85
Osun,20200819,2.09,24.61,87.79
Osun,20200820,3.16,23.67,91.71
Osun,20200821,5.94,23.74,91.5
Osun,20200822,1.91,24.27,88.06
Osun,20200823,0.71,23.61,89.1
Osun,20200824,0.34,22.87,90.57
Osun,20200825,0.63,23.62,87.67
Osun,20200826,0.5,23.87,87.74
Osun,20200827,0.99,23.98,88.96
Osun,20200828,1.95,23.75,89.01
Osun,20200829,2.87,23.52,89.89
Osun,20200830,3.26,23.85,89.24
Osun,20200831,8.2,24.52,87.81
Osun,20200901,29.07,23.0,93.11
Osun,20200902,7.66,24.2,89.53
Osun,20200903,1.23,24.92,87.38
Osun,20200904,2.5,24.44,89.83
Osun,20200905,10.18,23.68,91.71
Osun,20200906,2.27,23.56,90.53
Osun,20200907,0.74,24.73,87.04
Osun,20200908,13.45,24.66,89.39
Osun,20200909,54.09,23.47,94.52
Osun,20200910,4.54,24.33,88.98
Osun,20200911,7.0,24.14,91.06
Osun,20200912,16.98,24.63,90.97
Osun,20200913,45.19,24.15,90.06
Osun,20200914,5.93,24.33,89.87
Osun,20200915,24.36,24.51,91.58
Osun,20200916,55.34,23.49,95.56
Osun,20200917,5.39,23.95,91.64
Osun,20200918,4.43,25.09,85.94
Osun,20200919,18.91,25.14,90.62
Osun,20200920,10.59,23.24,92.71
Osun,20200921,11.02,24.4,89.03
Osun,20200922,10.38,23.84,94.67
Osun,20200923,11.61,24.59,90.7
Osun,20200924,9.83,24.43,90.34
Osun,20200925,4.03,24.36,90.51
Osun,20200926,6.77,23.99,91.94
Osun,20200927,5.94,23.7,91.68
Osun,20200928,2.44,24.69,88.92
Osun,20200929,9.37,23.95,94.02
Osun,20200930,6.51,23.63,94.04
Osun,20201001,2.32,24.43,90.38
Osun,20201002,4.1,24.74,89.86
Osun,20201003,20.01,25.18,89.7
Osun,20201004,10.67,25.24,89.9
Osun,20201005,10.39,24.83,91.88
Osun,20201006,24.32,24.04,93.31
Osun,20201007,2.46,24.24,89.83
Osun,20201008,14.71,24.32,90.01
Osun,20201009,11.33,23.07,91.45
Osun,20201010,19.95,24.65,88.51
Osun,20201011,6.76,24.35,89.61
Osun,20201012,4.5,25.16,86.51
Osun,20201013,7.96,25.2,90.31
Osun,20201014,9.27,24.3,93.27
Osun,20201015,4.98,25.15,88.32
Osun,20201016,4.08,25.13,88.62
Osun,20201017,2.62,24.95,90.42
Osun,20201018,1.5,25.41,88.85
Osun,20201019,6.96,25.25,90.19
Osun,20201020,5.31,24.85,91.75
Osun,20201021,2.51,24.98,89.77
Osun,20201022,1.94,25.99,86.31
Osun,20201023,2.09,25.99,85.9
Osun,20201024,2.41,25.76,87.17
Osun,20201025,0.42,25.77,89.43
Osun,20201026,1.97,25.99,88.37
Osun,20201027,1.94,25.91,86.75
Osun,20201028,0.49,26.23,84.2
Osun,20201029,0.43,25.73,85.75
Osun,20201030,0.18,26.11,83.45
Osun,20201031,0.22,26.46,81.47
Osun,20201101,0.28,25.73,80.48
Osun,20201102,0.01,25.54,85.76
Osun,20201103,0.01,25.46,85.95
Osun,20201104,0.15,25.58,88.76
Osun,20201105,0.0,25.63,87.29
Osun,20201106,0.0,25.95,76.64
Osun,20201107,5.97,25.18,82.91
Osun,20201108,6.05,25.42,86.86
Osun,20201109,10.33,25.26,89.28
Osun,20201110,2.97,25.16,89.84
Osun,20201111,2.92,25.0,87.31
Osun,20201112,1.15,24.61,85.34
Osun,20201113,0.21,23.77,82.83
Osun,20201114,0.19,23.88,82.36
Osun,20201115,0.42,25.38,84.44
Osun,20201116,0.61,24.74,82.29
Osun,20201117,0.01,25.44,82.26
Osun,20201118,0.01,25.42,75.8
Osun,20201119,0.01,24.19,80.18
Osun,20201120,0.01,25.47,83.04
Osun,20201121,0.02,25.94,84.01
Osun,20201122,0.83,26.15,84.51
Osun,20201123,0.2,26.36,84.97
Osun,20201124,1.1,26.69,82.43
Osun,20201125,1.1,26.63,80.49
Osun,20201126,3.27,25.97,85.73
Osun,20201127,5.99,25.87,88.76
Osun,20201128,2.89,25.91,85.36
Osun,20201129,0.62,25.76,80.6
Osun,20201130,0.29,25.75,76.33
Osun,20201201,0.42,25.26,77.45
Osun,20201202,0.0,25.64,77.23
Osun,20201203,0.0,25.05,77.9
Osun,20201204,0.0,25.82,83.14
Osun,20201205,0.0,25.56,84.95
Osun,20201206,0.0,26.48,80.81
Osun,20201207,0.26,24.67,91.0
Osun,20201208,0.03,25.13,77.41
Osun,20201209,0.02,25.26,87.36
Osun,20201210,0.05,25.06,89.54
Osun,20201211,0.03,25.31,87.57
Osun,20201212,1.24,24.84,90.83
Osun,20201213,0.94,25.54,85.78
Osun,20201214,1.54,25.88,85.34
Osun,20201215,1.17,25.82,85.73
Osun,20201216,0.96,26.13,83.25
Osun,20201217,0.85,25.77,81.83
Osun,20201218,1.2,25.05,89.25
Osun,20201219,0.77,25.63,86.04
Osun,20201220,1.55,25.21,87.34
Osun,20201221,1.9,25.0,89.17
Osun,20201222,0.29,25.31,87.97
Osun,20201223,0.21,24.92,88.75
Osun,20201224,0.58,26.17,82.22
Osun,20201225,0.05,24.77,75.02
Osun,20201226,0.0,23.18,70.78
Osun,20201227,0.0,24.15,72.24
Osun,20201228,0.0,24.3,68.77
Osun,20201229,0.0,24.3,69.69
Osun,20201230,0.0,24.87,72.3
Osun,20201231,0.0,25.2,76.74
Osun,20210101,0.22,24.87,82.77
Osun,20210102,0.5,25.33,89.62
Osun,20210103,0.9,26.26,85.64
Osun,20210104,0.27,26.31,83.67
Osun,20210105,0.71,25.84,86.07
Osun,20210106,0.82,25.38,88.78
Osun,20210107,0.65,25.56,86.41
Osun,20210108,0.29,25.67,84.09
Osun,20210109,0.24,25.7,80.78
Osun,20210110,0.29,25.85,80.79
Osun,20210111,0.0,25.95,77.24
Osun,20210112,0.0,26.08,71.5
Osun,20210113,0.0,23.84,66.49
Osun,20210114,0.0,24.81,73.06
Osun,20210115,0.0,25.25,64.85
Osun,20210116,0.09,24.48,71.25
Osun,20210117,0.06,25.43,79.37
Osun,20210118,0.02,25.9,79.35
Osun,20210119,0.03,24.94,67.47
Osun,20210120,0.01,23.78,69.41
Osun,20210121,0.0,23.08,63.73
Osun,20210122,0.0,23.56,64.61
Osun,20210123,0.0,23.84,60.34
Osun,20210124,0.0,23.42,63.82
Osun,20210125,0.0,24.22,71.06
Osun,20210126,0.01,24.6,75.67
Osun,20210127,0.06,24.62,78.83
Osun,20210128,0.07,24.64,88.17
Osun,20210129,0.06,26.15,78.96
Osun,20210130,0.03,26.11,72.79
Osun,20210131,0.68,25.02,85.46
Osun,20210201,0.41,26.31,80.64
Osun,20210202,0.66,26.4,81.78
Osun,20210203,0.88,26.76,79.01
Osun,20210204,0.26,26.33,78.83
Osun,20210205,0.0,25.58,81.85
Osun,20210206,0.0,26.35,80.3
Osun,20210207,0.0,26.56,80.61
Osun,20210208,0.0,27.0,77.61
Osun,20210209,0.0,27.52,76.51
Osun,20210210,0.16,27.79,77.3
Osun,20210211,0.4,27.7,78.54
Osun,20210212,0.35,26.7,82.9
Osun,20210213,0.24,27.57,78.57
Osun,20210214,0.78,27.62,78.47
Osun,20210215,2.21,27.61,78.25
Osun,20210216,0.89,27.26,80.98
Osun,20210217,0.27,25.12,70.49
Osun,20210218,0.02,24.28,54.01
Osun,20210219,0.0,22.89,52.83
Osun,20210220,0.0,23.85,57.36
Osun,20210221,0.0,24.84,59.1
Osun,20210222,0.0,25.0,67.86
Osun,20210223,0.14,25.91,79.17
Osun,20210224,0.31,26.22,79.06
Osun,20210225,0.03,25.98,79.79
Osun,20210226,0.09,26.43,79.22
Osun,20210227,0.09,26.0,82.25
Osun,20210228,0.03,26.78,78.4
Osun,20210301,0.04,27.55,76.68
Osun,20210302,0.0,27.22,78.37
Osun,20210303,0.0,27.61,75.68
Osun,20210304,0.0,27.49,77.37
Osun,20210305,0.0,27.55,78.01
Osun,20210306,0.0,27.55,78.97
Osun,20210307,0.92,27.59,81.17
Osun,20210308,3.32,26.7,87.3
Osun,20210309,7.35,26.47,89.27
Osun,20210310,5.12,26.06,86.45
Osun,20210311,1.35,25.89,84.19
Osun,20210312,1.23,25.7,86.25
Osun,20210313,4.93,25.59,87.23
Osun,20210314,1.63,24.97,89.01
Osun,20210315,0.45,25.57,83.77
Osun,20210316,0.86,25.39,87.02
Osun,20210317,6.49,24.78,90.61
Osun,20210318,0.38,25.08,87.65
Osun,20210319,0.63,24.87,87.73
Osun,20210320,4.6,25.36,85.32
Osun,20210321,0.92,25.74,85.68
Osun,20210322,27.45,25.47,90.07
Osun,20210323,0.27,25.47,88.58
Osun,20210324,2.82,24.78,91.76
Osun,20210325,17.28,25.28,88.08
Osun,20210326,3.95,26.49,82.36
Osun,20210327,0.4,26.57,84.74
Osun,20210328,0.21,26.86,81.99
Osun,20210329,0.13,27.0,81.37
Osun,20210330,0.12,27.08,81.49
Osun,20210331,0.15,26.79,82.99
Osun,20210401,0.09,27.25,81.07
Osun,20210402,0.1,27.46,80.18
Osun,20210403,0.14,26.57,84.17
Osun,20210404,0.08,27.54,78.36
Osun,20210405,0.17,27.45,81.08
Osun,20210406,2.93,27.1,84.33
Osun,20210407,2.35,26.41,87.9
Osun,20210408,2.11,26.54,87.64
Osun,20210409,2.89,25.68,90.0
Osun,20210410,3.69,26.36,86.79
Osun,20210411,31.32,25.62,90.76
Osun,20210412,11.54,25.16,90.48
Osun,20210413,14.99,25.81,87.76
Osun,20210414,16.78,25.64,88.39
Osun,20210415,14.67,25.03,91.28
Osun,20210416,9.41,25.11,93.74
Osun,20210417,11.48,25.04,92.24
Osun,20210418,5.07,24.44,88.35
Osun,20210419,2.04,25.35,87.2
Osun,20210420,7.76,25.95,89.27
Osun,20210421,3.02,25.65,91.01
Osun,20210422,0.59,25.67,87.61
Osun,20210423,3.34,25.54,91.09
Osun,20210424,2.61,25.41,91.33
Osun,20210425,2.9,25.48,90.54
Osun,20210426,1.65,26.14,89.41
Osun,20210427,2.39,26.07,90.76
Osun,20210428,1.23,26.36,87.39
Osun,20210429,0.44,26.47,83.88
Osun,20210430,3.09,26.54,85.65
Osun,20210501,1.57,26.37,88.32
Osun,20210502,0.82,26.15,89.12
Osun,20210503,5.25,25.54,90.89
Osun,20210504,2.74,25.68,87.49
Osun,20210505,3.95,25.79,86.43
Osun,20210506,11.78,24.84,92.94
Osun,20210507,2.28,24.87,89.92
Osun,20210508,12.56,24.8,90.76
Osun,20210509,0.33,23.37,86.6
Osun,20210510,1.6,24.95,83.88
Osun,20210511,2.57,25.7,88.8
Osun,20210512,4.14,25.43,90.71
Osun,20210513,5.02,25.56,90.55
Osun,20210514,3.99,25.83,89.89
Osun,20210515,4.3,25.37,92.86
Osun,20210516,4.65,25.24,92.67
Osun,20210517,7.14,25.76,90.65
Osun,20210518,8.03,25.93,89.72
Osun,20210519,1.76,26.06,88.39
Osun,20210520,2.07,25.24,92.6
Osun,20210521,4.67,25.63,89.78
Osun,20210522,2.76,24.82,91.31
Osun,20210523,3.13,26.41,84.74
Osun,20210524,5.36,26.37,87.78
Osun,20210525,6.84,25.79,92.69
Osun,20210526,5.17,25.6,92.74
Osun,20210527,8.47,25.79,92.45
Osun,20210528,4.01,26.03,89.68
Osun,20210529,5.44,26.29,89.15
Osun,20210530,5.9,26.06,90.97
Osun,20210531,22.91,25.49,92.81
Osun,20210601,13.45,25.36,90.38
Osun,20210602,18.27,25.82,88.88
Osun,20210603,18.31,25.83,89.5
Osun,20210604,24.05,25.19,92.8
Osun,20210605,10.42,25.25,89.88
Osun,20210606,9.32,24.84,89.68
Osun,20210607,3.27,25.79,84.58
Osun,20210608,11.18,25.87,88.92
Osun,20210609,7.56,24.65,93.78
Osun,20210610,5.47,25.87,86.76
Osun,20210611,9.9,25.27,91.27
Osun,20210612,7.67,24.52,93.38
Osun,20210613,3.2,25.7,88.45
Osun,20210614,9.88,26.03,88.99
Osun,20210615,10.31,25.12,91.84
Osun,20210616,11.04,24.93,92.16
Osun,20210617,8.51,24.15,91.91
Osun,20210618,8.29,24.94,89.54
Osun,20210619,13.13,25.2,91.12
Osun,20210620,14.5,24.26,95.54
Osun,20210621,19.84,24.46,92.33
Osun,20210622,5.73,24.29,91.25
Osun,20210623,4.63,23.65,93.64
Osun,20210624,5.57,24.72,88.3
Osun,20210625,15.61,24.87,90.58
Osun,20210626,8.98,24.97,89.08
Osun,20210627,6.92,24.1,92.43
Osun,20210628,8.16,23.85,91.83
Osun,20210629,8.41,22.82,92.7
Osun,20210630,5.5,24.54,87.41
Osun,20210701,3.4,24.77,89.92
Osun,20210702,7.08,24.35,91.97
Osun,20210703,14.23,23.87,91.52
Osun,20210704,11.5,23.84,90.28
Osun,20210705,6.98,24.1,89.52
Osun,20210706,2.41,24.18,90.7
Osun,20210707,4.91,24.65,90.33
Osun,20210708,3.53,24.4,89.59
Osun,20210709,5.85,24.03,92.73
Osun,20210710,1.3,24.12,89.55
Osun,20210711,1.13,24.54,88.05
Osun,20210712,1.07,24.69,89.27
Osun,20210713,1.53,24.49,89.95
Osun,20210714,2.27,24.77,87.93
Osun,20210715,28.85,24.94,89.7
Osun,20210716,99.05,24.06,94.24
Osun,20210717,94.51,24.08,90.68
Osun,20210718,5.42,24.07,90.41
Osun,20210719,22.15,23.99,93.12
Osun,20210720,2.2,24.77,88.98
Osun,20210721,2.97,24.58,88.85
Osun,20210722,0.71,24.08,88.22
Osun,20210723,1.63,23.76,89.67
Osun,20210724,1.64,24.03,89.1
Osun,20210725,6.19,23.92,89.37
Osun,20210726,7.2,23.05,91.27
Osun,20210727,4.99,23.3,90.31
Osun,20210728,2.09,23.79,89.12
Osun,20210729,4.79,23.96,89.23
Osun,20210730,4.91,23.87,90.79
Osun,20210731,6.57,24.49,89.65
Osun,20210801,1.17,23.96,91.0
Osun,20210802,3.72,23.65,92.78
Osun,20210803,5.73,24.21,92.5
Osun,20210804,14.72,24.54,92.21
Osun,20210805,10.92,23.7,94.89
Osun,20210806,3.45,24.2,90.0
Osun,20210807,29.11,23.78,93.55
Osun,20210808,30.52,22.89,94.8
Osun,20210809,8.45,24.03,89.79
Osun,20210810,5.69,24.24,91.06
Osun,20210811,13.77,24.13,91.27
Osun,20210812,6.83,23.94,91.83
Osun,20210813,9.8,24.11,92.06
Osun,20210814,12.67,24.54,90.39
Osun,20210815,18.51,23.55,94.06
Osun,20210816,22.78,23.34,92.66
Osun,20210817,13.13,23.94,91.51
Osun,20210818,11.25,23.67,91.54
Osun,20210819,16.2,23.3,92.06
Osun,20210820,36.87,23.69,93.65
Osun,20210821,26.49,23.61,93.15
Osun,20210822,4.08,24.04,90.08
Osun,20210823,14.43,24.22,89.42
Osun,20210824,9.86,24.73,91.5
Osun,20210825,6.77,24.94,91.0
Osun,20210826,11.67,23.99,94.4
Osun,20210827,8.33,24.41,92.34
Osun,20210828,8.08,24.9,92.13
Osun,20210829,88.2,24.97,92.13
Osun,20210830,48.8,24.12,93.8
Osun,20210831,10.86,25.1,89.41
Osun,20210901,11.1,24.81,93.02
Osun,20210902,17.28,24.48,90.74
Osun,20210903,15.09,24.26,91.88
Osun,20210904,17.65,23.86,91.65
Osun,20210905,17.21,24.34,88.65
Osun,20210906,11.45,23.7,93.71
Osun,20210907,4.9,24.99,87.44
Osun,20210908,14.31,24.15,93.63
Osun,20210909,5.02,25.02,90.05
Osun,20210910,27.52,24.99,91.79
Osun,20210911,5.82,24.5,92.12
Osun,20210912,7.35,24.64,90.9
Osun,20210913,14.61,23.74,94.8
Osun,20210914,6.94,24.51,90.42
Osun,20210915,3.87,23.96,91.66
Osun,20210916,4.69,24.58,90.62
Osun,20210917,1.73,24.57,92.65
Osun,20210918,16.07,24.4,93.14
Osun,20210919,10.26,24.93,90.73
Osun,20210920,14.67,24.76,92.01
Osun,20210921,49.23,24.12,95.44
Osun,20210922,1.64,24.14,90.13
Osun,20210923,1.36,25.01,85.29
Osun,20210924,11.63,24.46,93.5
Osun,20210925,38.66,24.3,91.91
Osun,20210926,6.0,24.16,90.15
Osun,20210927,8.9,24.33,89.03
Osun,20210928,8.05,24.68,89.87
Osun,20210929,5.54,24.83,91.17
Osun,20210930,16.02,25.2,90.26
Osun,20211001,15.12,24.2,93.08
Osun,20211002,9.7,25.21,91.05
Osun,20211003,28.44,24.84,92.64
Osun,20211004,11.63,25.99,88.6
Osun,20211005,16.08,26.17,89.58
Osun,20211006,45.43,24.39,96.04
Osun,20211007,10.63,25.54,87.91
Osun,20211008,6.55,26.31,88.0
Osun,20211009,11.92,25.16,94.57
Osun,20211010,10.21,24.82,94.27
Osun,20211011,7.2,25.42,90.1
Osun,20211012,9.09,25.04,93.13
Osun,20211013,4.12,25.25,92.41
Osun,20211014,3.17,24.83,91.33
Osun,20211015,3.26,25.27,89.23
Osun,20211016,5.55,25.62,89.98
Osun,20211017,19.2,25.28,91.94
Osun,20211018,1.59,24.24,93.03
Osun,20211019,3.46,24.55,89.71
Osun,20211020,4.71,24.58,92.55
Osun,20211021,2.93,25.63,88.96
Osun,20211022,7.59,25.25,91.3
Osun,20211023,12.39,24.06,92.62
Osun,20211024,0.12,25.94,81.96
Osun,20211025,3.28,25.94,86.12
Osun,20211026,5.58,25.26,92.98
Osun,20211027,4.49,25.18,90.49
Osun,20211028,17.8,24.75,92.63
Osun,20211029,3.79,26.15,85.82
Osun,20211030,6.62,25.3,91.3
Osun,20211031,6.49,25.54,89.04
Osun,20211101,13.8,25.54,87.48
Osun,20211102,2.86,24.7,91.46
Osun,20211103,1.04,25.44,87.19
Osun,20211104,2.21,25.05,91.83
Osun,20211105,2.07,25.01,92.5
Osun,20211106,0.99,25.52,88.76
Osun,20211107,33.81,24.7,93.92
Osun,20211108,15.42,25.45,90.23
Osun,20211109,26.68,25.58,90.59
Osun,20211110,41.24,25.84,88.47
Osun,20211111,27.96,25.13,93.01
Osun,20211112,25.56,25.2,92.09
Osun,20211113,14.29,25.68,88.19
Osun,20211114,24.02,25.68,89.25
Osun,20211115,61.31,25.86,89.84
Osun,20211116,63.2,25.2,93.11
Osun,20211117,2.23,25.48,89.91
Osun,20211118,1.3,25.8,86.83
Osun,20211119,0.93,25.86,83.9
Osun,20211120,0.88,25.57,82.11
Osun,20211121,0.78,25.72,85.99
Osun,20211122,3.25,25.79,88.04
Osun,20211123,2.01,25.19,90.43
Osun,20211124,1.31,26.05,86.6
Osun,20211125,1.99,26.18,83.91
Osun,20211126,2.86,25.77,85.48
Osun,20211127,0.06,24.96,88.67
Osun,20211128,0.05,25.6,81.92
Osun,20211129,0.09,25.15,87.89
Osun,20211130,0.06,26.24,82.33
Osun,20211201,0.03,25.42,82.32
Osun,20211202,3.71,25.76,85.96
Osun,20211203,1.71,25.62,85.05
Osun,20211204,0.55,26.27,81.01
Osun,20211205,4.31,24.64,80.62
Osun,20211206,1.08,24.71,82.79
Osun,20211207,0.05,25.56,87.7
Osun,20211208,0.04,25.05,85.79
Osun,20211209,0.0,24.82,77.44
Osun,20211210,0.0,24.6,73.65
Osun,20211211,0.0,25.02,71.49
Osun,20211212,8.94,24.8,72.56
Osun,20211213,52.87,25.22,80.47
Osun,20211214,61.88,26.19,83.6
Osun,20211215,36.24,26.07,79.75
Osun,20211216,3.52,23.11,82.45
Osun,20211217,0.0,23.29,78.91
Osun,20211218,0.0,22.29,76.91
Osun,20211219,0.0,21.68,78.14
Osun,20211220,0.0,21.66,78.46
Osun,20211221,0.0,22.53,78.32
Osun,20211222,0.0,23.21,78.73
Osun,20211223,0.0,23.01,76.18
Osun,20211224,0.0,23.76,76.48
Osun,20211225,0.11,24.64,84.02
Osun,20211226,0.01,25.79,83.83
Osun,20211227,3.56,25.72,82.49
Osun,20211228,13.8,23.81,86.96
Osun,20211229,3.76,21.98,80.61
Osun,20211230,0.01,23.19,69.89
Osun,20211231,0.48,23.66,80.87
Osun,20220101,4.0,25.57,82.69
Osun,20220102,4.66,23.54,79.35
Osun,20220103,2.37,22.19,80.32
Osun,20220104,0.0,22.72,71.66
Osun,20220105,0.0,22.86,75.34
Osun,20220106,0.0,23.9,72.3
Osun,20220107,0.19,25.29,75.76
Osun,20220108,8.31,25.27,73.36
Osun,20220109,1.76,24.58,71.73
Osun,20220110,24.58,24.05,78.55
Osun,20220111,0.67,25.45,83.71
Osun,20220112,0.98,25.33,86.29
Osun,20220113,1.84,23.76,93.26
Osun,20220114,0.78,24.53,81.71
Osun,20220115,0.54,24.96,77.38
Osun,20220116,0.24,24.08,73.23
Osun,20220117,0.2,24.12,77.3
Osun,20220118,0.98,23.53,79.36
Osun,20220119,0.0,20.86,73.17
Osun,20220120,0.0,21.92,69.9
Osun,20220121,0.0,21.98,71.63
Osun,20220122,0.0,22.26,70.25
Osun,20220123,0.0,22.86,70.31
Osun,20220124,0.31,23.22,67.55
Osun,20220125,0.0,20.69,69.98
Osun,20220126,0.0,21.38,68.0
Osun,20220127,0.09,22.72,69.06
Osun,20220128,0.0,23.05,73.14
Osun,20220129,0.04,22.49,71.7
Osun,20220130,0.0,20.86,70.61
Osun,20220131,0.0,20.21,65.38
Osun,20220201,0.0,21.49,62.35
Osun,20220202,0.0,22.63,61.12
Osun,20220203,0.0,22.32,70.08
Osun,20220204,0.0,23.2,71.87
Osun,20220205,0.0,23.08,67.21
Osun,20220206,0.0,23.04,65.45
Osun,20220207,0.0,23.02,64.45
Osun,20220208,0.0,24.03,73.82
Osun,20220209,0.0,25.76,76.65
Osun,20220210,1.98,25.34,75.99
Osun,20220211,0.96,25.3,75.18
Osun,20220212,3.06,25.21,83.03
Osun,20220213,7.82,25.77,81.57
Osun,20220214,4.89,25.57,74.95
